fecha,tension1,tension2
2021-01-02 16:00:00,117.987,118.355
2021-01-02 16:15:00,118.033,118.087
2021-01-02 16:30:00,117.266,118.166
2021-01-02 16:45:00,117.653,118.044
2021-01-02 17:00:00,117.915,118.219
2021-01-02 17:15:00,118.030,117.703
2021-01-02 17:30:00,117.846,118.061
2021-01-02 17:45:00,117.778,118.411
2021-01-02 18:00:00,117.816,118.185
2021-01-02 18:15:00,118.769,118.068
2021-01-02 18:30:00,118.861,118.297
2021-01-02 18:45:00,119.180,118.806
2021-01-02 19:00:00,119.148,117.944
2021-01-02 19:15:00,118.912,118.863
2021-01-02 19:30:00,119.079,118.499
2021-01-02 19:45:00,119.925,118.817
2021-01-02 20:00:00,119.518,118.347
2021-01-02 20:15:00,119.727,118.641
2021-01-02 20:30:00,119.150,118.466
2021-01-02 20:45:00,119.410,118.942
2021-01-02 21:00:00,118.603,118.764
2021-01-02 21:15:00,118.458,117.844
2021-01-02 21:30:00,118.359,118.424
2021-01-02 21:45:00,118.747,118.662
2021-01-02 22:00:00,117.570,118.345
2021-01-02 22:15:00,117.400,118.155
2021-01-02 22:30:00,117.665,118.162
2021-01-02 22:45:00,117.893,117.699
2021-01-02 23:00:00,117.257,117.983
2021-01-02 23:15:00,117.669,118.470
2021-01-02 23:30:00,117.082,117.899
2021-01-02 23:45:00,117.785,118.158
2021-01-03 00:00:00,117.784,118.221
2021-01-03 00:15:00,117.839,118.031
2021-01-03 00:30:00,118.708,118.444
2021-01-03 00:45:00,118.665,118.678
2021-01-03 01:00:00,118.614,118.482
2021-01-03 01:15:00,118.547,118.601
2021-01-03 01:30:00,119.093,118.716
2021-01-03 01:45:00,119.685,118.123
2021-01-03 02:00:00,119.118,118.573
2021-01-03 02:15:00,119.272,118.424
2021-01-03 02:30:00,119.111,118.085
2021-01-03 02:45:00,118.965,118.133
2021-01-03 03:00:00,118.779,118.557
2021-01-03 03:15:00,119.395,118.041
2021-01-03 03:30:00,118.443,118.298
2021-01-03 03:45:00,118.721,118.349
2021-01-03 04:00:00,118.534,117.805
2021-01-03 04:15:00,117.899,118.197
2021-01-03 04:30:00,117.543,118.184
2021-01-03 04:45:00,117.846,117.705
2021-01-03 05:00:00,118.001,118.472
2021-01-03 05:15:00,117.666,118.035
2021-01-03 05:30:00,117.160,118.456
2021-01-03 05:45:00,117.378,117.560
2021-01-03 06:00:00,118.065,117.711
2021-01-03 06:15:00,118.231,118.620
2021-01-03 06:30:00,117.865,117.721
2021-01-03 06:45:00,117.910,118.207
2021-01-03 07:00:00,118.504,117.788
2021-01-03 07:15:00,118.427,118.566
2021-01-03 07:30:00,119.400,118.276
2021-01-03 07:45:00,118.961,118.041
2021-01-03 08:00:00,119.040,118.274
2021-01-03 08:15:00,119.370,118.430
2021-01-03 08:30:00,119.002,118.238
2021-01-03 08:45:00,119.459,118.142
2021-01-03 09:00:00,119.068,118.796
2021-01-03 09:15:00,119.329,118.867
2021-01-03 09:30:00,118.833,118.758
2021-01-03 09:45:00,118.829,118.739
2021-01-03 10:00:00,118.331,118.428
2021-01-03 10:15:00,117.978,117.794
2021-01-03 10:30:00,118.163,117.913
2021-01-03 10:45:00,117.563,118.027
2021-01-03 11:00:00,117.881,118.597
2021-01-03 11:15:00,117.673,118.556
2021-01-03 11:30:00,117.751,117.938
2021-01-03 11:45:00,117.761,117.988
2021-01-03 12:00:00,117.930,117.736
2021-01-03 12:15:00,117.826,118.493
2021-01-03 12:30:00,118.055,118.147
2021-01-03 12:45:00,117.895,118.568
2021-01-03 13:00:00,117.759,118.383
2021-01-03 13:15:00,118.072,118.037
2021-01-03 13:30:00,119.071,118.007
2021-01-03 13:45:00,118.683,118.455
2021-01-03 14:00:00,119.242,118.316
2021-01-03 14:15:00,119.084,118.024
2021-01-03 14:30:00,119.755,119.072
2021-01-03 14:45:00,119.028,118.292
2021-01-03 15:00:00,119.052,118.096
2021-01-03 15:15:00,119.445,118.535
2021-01-03 15:30:00,119.778,118.120
2021-01-03 15:45:00,119.199,118.141
2021-01-03 16:00:00,119.375,118.907
2021-01-03 16:15:00,118.175,118.604
2021-01-03 16:30:00,118.140,118.361
2021-01-03 16:45:00,117.843,118.190
2021-01-03 17:00:00,117.543,117.689
2021-01-03 17:15:00,117.863,118.492
2021-01-03 17:30:00,117.257,118.045
2021-01-03 17:45:00,117.898,118.305
2021-01-03 18:00:00,117.646,117.942
2021-01-03 18:15:00,117.277,117.515
2021-01-03 18:30:00,117.318,117.977
2021-01-03 18:45:00,117.673,118.340
2021-01-03 19:00:00,118.207,117.924
2021-01-03 19:15:00,117.862,118.195
2021-01-03 19:30:00,118.318,118.149
2021-01-03 19:45:00,118.815,118.808
2021-01-03 20:00:00,119.195,118.618
2021-01-03 20:15:00,118.917,118.270
2021-01-03 20:30:00,118.898,117.915
2021-01-03 20:45:00,119.776,118.993
2021-01-03 21:00:00,119.827,118.878
2021-01-03 21:15:00,119.843,118.470
2021-01-03 21:30:00,119.147,118.562
2021-01-03 21:45:00,119.224,118.901
2021-01-03 22:00:00,118.918,118.185
2021-01-03 22:15:00,118.911,117.954
2021-01-03 22:30:00,118.526,118.388
2021-01-03 22:45:00,117.958,118.434
2021-01-03 23:00:00,118.610,118.008
2021-01-03 23:15:00,117.481,118.470
2021-01-03 23:30:00,117.749,118.167
2021-01-03 23:45:00,117.833,117.636
2021-01-04 00:00:00,nan,nan
2021-01-04 00:15:00,117.628,117.622
2021-01-04 00:30:00,117.990,118.051
2021-01-04 00:45:00,118.092,117.834
2021-01-04 01:00:00,117.303,118.079
2021-01-04 01:15:00,117.954,118.045
2021-01-04 01:30:00,118.010,118.350
2021-01-04 01:45:00,118.333,118.683
2021-01-04 02:00:00,118.483,118.585
2021-01-04 02:15:00,119.094,118.533
2021-01-04 02:30:00,119.534,118.814
2021-01-04 02:45:00,119.626,118.965
2021-01-04 03:00:00,119.624,118.445
2021-01-04 03:15:00,119.745,118.868
2021-01-04 03:30:00,119.255,118.282
2021-01-04 03:45:00,119.832,118.330
2021-01-04 04:00:00,119.206,118.701
2021-01-04 04:15:00,119.192,118.941
2021-01-04 04:30:00,118.503,117.919
2021-01-04 04:45:00,118.291,118.051
2021-01-04 05:00:00,118.133,118.494
2021-01-04 05:15:00,117.790,118.600
2021-01-04 05:30:00,117.761,117.670
2021-01-04 05:45:00,117.454,117.757
2021-01-04 06:00:00,117.267,117.632
2021-01-04 06:15:00,117.149,117.685
2021-01-04 06:30:00,117.222,117.794
2021-01-04 06:45:00,117.959,117.701
2021-01-04 07:00:00,117.409,118.249
2021-01-04 07:15:00,117.786,117.910
2021-01-04 07:30:00,118.050,118.520
2021-01-04 07:45:00,118.292,118.638
2021-01-04 08:00:00,118.190,117.775
2021-01-04 08:15:00,118.655,118.760
2021-01-04 08:30:00,119.095,118.371
2021-01-04 08:45:00,119.510,118.971
2021-01-04 09:00:00,119.480,118.824
2021-01-04 09:15:00,119.775,118.150
2021-01-04 09:30:00,119.448,118.335
2021-01-04 09:45:00,119.704,118.168
2021-01-04 10:00:00,119.484,118.698
2021-01-04 10:15:00,119.517,118.255
2021-01-04 10:30:00,118.727,118.596
2021-01-04 10:45:00,118.673,118.554
2021-01-04 11:00:00,118.432,117.805
2021-01-04 11:15:00,118.019,118.237
2021-01-04 11:30:00,117.896,118.262
2021-01-04 11:45:00,117.581,117.681
2021-01-04 12:00:00,118.263,118.010
2021-01-04 12:15:00,117.371,118.176
2021-01-04 12:30:00,117.309,118.207
2021-01-04 12:45:00,117.735,118.044
2021-01-04 13:00:00,117.281,117.821
2021-01-04 13:15:00,117.484,118.238
2021-01-04 13:30:00,118.203,117.805
2021-01-04 13:45:00,117.606,118.380
2021-01-04 14:00:00,118.047,118.116
2021-01-04 14:15:00,118.267,118.328
2021-01-04 14:30:00,118.519,117.797
2021-01-04 14:45:00,118.899,118.282
2021-01-04 15:00:00,118.849,118.294
2021-01-04 15:15:00,119.044,118.328
2021-01-04 15:30:00,119.216,118.146
2021-01-04 15:45:00,119.511,118.456
2021-01-04 16:00:00,119.279,118.209
2021-01-04 16:15:00,119.200,118.850
2021-01-04 16:30:00,119.081,118.133
2021-01-04 16:45:00,118.764,118.592
2021-01-04 17:00:00,119.132,118.669
2021-01-04 17:15:00,118.656,118.029
2021-01-04 17:30:00,118.095,117.910
2021-01-04 17:45:00,118.247,118.323
2021-01-04 18:00:00,117.955,118.048
2021-01-04 18:15:00,117.610,118.005
2021-01-04 18:30:00,117.285,118.142
2021-01-04 18:45:00,117.899,117.896
2021-01-04 19:00:00,117.187,118.206
2021-01-04 19:15:00,117.320,117.508
2021-01-04 19:30:00,117.220,118.024
2021-01-04 19:45:00,117.419,118.019
2021-01-04 20:00:00,117.472,118.327
2021-01-04 20:15:00,117.626,117.935
2021-01-04 20:30:00,117.853,118.546
2021-01-04 20:45:00,118.074,117.816
2021-01-04 21:00:00,119.167,118.162
2021-01-04 21:15:00,119.516,119.019
2021-01-04 21:30:00,119.684,118.747
2021-01-04 21:45:00,119.005,118.610
2021-01-04 22:00:00,119.769,118.695
2021-01-04 22:15:00,119.850,119.032
2021-01-04 22:30:00,119.424,118.730
2021-01-04 22:45:00,119.136,118.647
2021-01-04 23:00:00,119.322,118.147
2021-01-04 23:15:00,118.581,118.339
2021-01-04 23:30:00,119.224,118.785
2021-01-04 23:45:00,118.467,118.340
2021-01-05 00:00:00,118.714,118.595
2021-01-05 00:15:00,117.652,117.840
2021-01-05 00:30:00,118.330,118.081
2021-01-05 00:45:00,118.131,118.087
2021-01-05 01:00:00,117.076,117.502
2021-01-05 01:15:00,117.226,118.432
2021-01-05 01:30:00,117.214,117.665
2021-01-05 01:45:00,118.032,118.299
2021-01-05 02:00:00,117.503,118.314
2021-01-05 02:15:00,117.782,118.511
2021-01-05 02:30:00,118.026,118.276
2021-01-05 02:45:00,118.253,117.982
2021-01-05 03:00:00,118.583,118.457
2021-01-05 03:15:00,118.449,118.567
2021-01-05 03:30:00,118.763,118.512
2021-01-05 03:45:00,119.169,118.872
2021-01-05 04:00:00,119.471,118.327
2021-01-05 04:15:00,119.233,118.264
2021-01-05 04:30:00,119.912,118.418
2021-01-05 04:45:00,119.844,118.123
2021-01-05 05:00:00,119.237,118.302
2021-01-05 05:15:00,119.619,118.347
2021-01-05 05:30:00,118.928,118.000
2021-01-05 05:45:00,118.893,118.327
2021-01-05 06:00:00,118.404,118.690
2021-01-05 06:15:00,118.120,118.638
2021-01-05 06:30:00,118.297,118.357
2021-01-05 06:45:00,118.117,118.629
2021-01-05 07:00:00,118.081,118.193
2021-01-05 07:15:00,117.450,117.539
2021-01-05 07:30:00,117.472,118.353
2021-01-05 07:45:00,117.144,117.541
2021-01-05 08:00:00,117.810,118.087
2021-01-05 08:15:00,117.226,118.009
2021-01-05 08:30:00,117.650,117.739
2021-01-05 08:45:00,118.186,118.376
2021-01-05 09:00:00,118.522,118.552
2021-01-05 09:15:00,118.831,118.324
2021-01-05 09:30:00,118.842,118.369
2021-01-05 09:45:00,119.473,118.285
2021-01-05 10:00:00,118.990,118.520
2021-01-05 10:15:00,119.326,118.675
2021-01-05 10:30:00,119.903,118.416
2021-01-05 10:45:00,119.768,118.747
2021-01-05 11:00:00,119.074,118.898
2021-01-05 11:15:00,118.943,118.652
2021-01-05 11:30:00,118.895,118.232
2021-01-05 11:45:00,119.182,118.372
2021-01-05 12:00:00,118.539,118.265
2021-01-05 12:15:00,119.122,118.623
2021-01-05 12:30:00,118.150,118.538
2021-01-05 12:45:00,117.692,118.040
2021-01-05 13:00:00,117.635,117.854
2021-01-05 13:15:00,117.663,118.251
2021-01-05 13:30:00,117.962,117.989
2021-01-05 13:45:00,117.849,117.753
2021-01-05 14:00:00,117.908,117.804
2021-01-05 14:15:00,117.164,117.962
2021-01-05 14:30:00,117.911,118.587
2021-01-05 14:45:00,118.197,118.157
2021-01-05 15:00:00,118.188,118.033
2021-01-05 15:15:00,118.389,118.220
2021-01-05 15:30:00,118.611,117.855
2021-01-05 15:45:00,119.104,118.716
2021-01-05 16:00:00,118.716,118.735
2021-01-05 16:15:00,119.403,118.479
2021-01-05 16:30:00,119.696,118.791
2021-01-05 16:45:00,119.559,118.823
2021-01-05 17:00:00,119.163,118.089
2021-01-05 17:15:00,119.795,118.292
2021-01-05 17:30:00,119.531,118.086
2021-01-05 17:45:00,119.052,117.962
2021-01-05 18:00:00,119.543,118.498
2021-01-05 18:15:00,119.353,118.368
2021-01-05 18:30:00,119.109,118.820
2021-01-05 18:45:00,118.798,117.905
2021-01-05 19:00:00,118.412,118.604
2021-01-05 19:15:00,117.849,117.629
2021-01-05 19:45:00,117.774,117.976
2021-01-05 20:00:00,117.522,117.908
2021-01-05 20:15:00,117.377,118.302
2021-01-05 20:30:00,117.117,118.181
2021-01-05 20:45:00,118.089,117.879
2021-01-05 21:00:00,117.722,117.656
2021-01-05 21:15:00,117.898,117.756
2021-01-05 21:30:00,118.470,118.113
2021-01-05 21:45:00,118.311,118.179
2021-01-05 22:00:00,118.354,118.504
2021-01-05 22:15:00,118.775,118.030
2021-01-05 22:30:00,119.426,118.842
2021-01-05 22:45:00,119.755,118.831
2021-01-05 23:00:00,119.129,118.744
2021-01-05 23:15:00,119.197,118.276
2021-01-05 23:30:00,119.002,118.709
2021-01-05 23:45:00,119.418,118.275
2021-01-06 00:00:00,119.063,118.444
2021-01-06 00:15:00,119.054,118.888
2021-01-06 00:30:00,119.174,118.785
2021-01-06 00:45:00,119.191,118.329
2021-01-06 01:00:00,118.685,118.158
2021-01-06 01:15:00,118.254,118.143
2021-01-06 01:30:00,117.983,118.532
2021-01-06 01:45:00,118.186,117.768
2021-01-06 02:00:00,117.953,117.855
2021-01-06 02:15:00,117.617,118.216
2021-01-06 02:30:00,117.505,118.453
2021-01-06 02:45:00,117.114,117.745
2021-01-06 03:00:00,117.755,118.252
2021-01-06 03:15:00,118.251,118.626
2021-01-06 03:30:00,117.977,118.503
2021-01-06 03:45:00,117.817,117.898
2021-01-06 04:00:00,118.374,118.011
2021-01-06 04:15:00,118.454,117.907
2021-01-06 04:30:00,118.411,118.269
2021-01-06 04:45:00,119.203,117.989
2021-01-06 05:00:00,119.216,118.762
2021-01-06 05:15:00,119.078,117.968
2021-01-06 05:30:00,119.623,118.148
2021-01-06 05:45:00,119.741,118.208
2021-01-06 06:00:00,118.961,118.508
2021-01-06 06:15:00,119.691,118.513
2021-01-06 06:30:00,119.430,118.291
2021-01-06 06:45:00,119.025,118.383
2021-01-06 07:00:00,119.114,118.388
2021-01-06 07:15:00,118.882,118.796
2021-01-06 07:30:00,118.026,118.537
2021-01-06 07:45:00,118.133,117.725
2021-01-06 08:00:00,117.851,118.521
2021-01-06 08:15:00,118.086,118.570
2021-01-06 08:30:00,117.348,117.959
2021-01-06 08:45:00,117.471,118.094
2021-01-06 09:00:00,117.889,118.014
2021-01-06 09:15:00,117.710,117.765
2021-01-06 09:30:00,118.031,118.580
2021-01-06 09:45:00,118.171,118.256
2021-01-06 10:00:00,118.396,118.401
2021-01-06 10:15:00,118.142,118.687
2021-01-06 10:30:00,118.936,118.776
2021-01-06 10:45:00,118.654,118.207
2021-01-06 11:00:00,118.848,118.322
2021-01-06 11:15:00,119.145,118.936
2021-01-06 11:30:00,119.352,118.164
2021-01-06 11:45:00,119.566,118.147
2021-01-06 12:00:00,119.157,118.244
2021-01-06 12:15:00,119.171,118.398
2021-01-06 12:30:00,119.841,118.485
2021-01-06 12:45:00,118.919,117.941
2021-01-06 13:00:00,119.289,118.123
2021-01-06 13:15:00,119.050,118.456
2021-01-06 13:30:00,118.806,118.396
2021-01-06 13:45:00,117.966,118.440
2021-01-06 14:00:00,117.857,117.704
2021-01-06 14:15:00,118.008,117.806
2021-01-06 14:30:00,118.013,118.195
2021-01-06 14:45:00,117.512,118.417
2021-01-06 15:00:00,117.522,118.224
2021-01-06 15:15:00,117.583,117.763
2021-01-06 15:30:00,117.090,118.432
2021-01-06 15:45:00,117.825,118.201
2021-01-06 16:00:00,118.223,117.867
2021-01-06 16:15:00,117.647,118.403
2021-01-06 16:30:00,118.600,118.529
2021-01-06 16:45:00,118.337,118.020
2021-01-06 17:00:00,118.417,118.057
2021-01-06 17:15:00,119.464,118.114
2021-01-06 17:30:00,119.356,118.809
2021-01-06 17:45:00,119.491,118.338
2021-01-06 18:00:00,119.170,118.651
2021-01-06 18:15:00,119.925,118.243
2021-01-06 18:30:00,119.822,118.539
2021-01-06 18:45:00,119.329,118.863
2021-01-06 19:00:00,119.634,118.778
2021-01-06 19:15:00,119.057,118.316
2021-01-06 19:30:00,118.337,118.396
2021-01-06 19:45:00,118.809,118.513
2021-01-06 20:30:00,117.485,117.968
2021-01-06 20:45:00,118.094,118.440
2021-01-06 21:00:00,117.206,118.102
2021-01-06 21:15:00,117.947,118.599
2021-01-06 21:30:00,117.705,118.489
2021-01-06 21:45:00,118.045,117.675
2021-01-06 22:00:00,117.428,118.443
2021-01-06 22:15:00,117.903,118.489
2021-01-06 22:30:00,117.734,118.586
2021-01-06 22:45:00,118.249,118.250
2021-01-06 23:00:00,118.374,118.645
2021-01-06 23:15:00,118.436,118.001
2021-01-06 23:30:00,119.108,118.709
2021-01-06 23:45:00,119.465,118.247
2021-01-07 00:00:00,119.327,118.626
2021-01-07 00:15:00,119.882,118.647
2021-01-07 00:30:00,119.476,118.703
2021-01-07 00:45:00,119.217,118.399
2021-01-07 01:00:00,119.503,118.362
2021-01-07 01:15:00,119.689,118.364
2021-01-07 01:30:00,118.969,118.544
2021-01-07 01:45:00,118.778,118.056
2021-01-07 02:00:00,118.251,118.415
2021-01-07 02:15:00,118.055,117.939
2021-01-07 02:30:00,118.099,118.428
2021-01-07 02:45:00,117.486,117.696
2021-01-07 03:00:00,117.464,117.793
2021-01-07 03:15:00,117.371,118.159
2021-01-07 03:30:00,117.963,118.273
2021-01-07 03:45:00,117.517,118.113
2021-01-07 04:00:00,117.455,117.726
2021-01-07 04:15:00,118.070,118.323
2021-01-07 04:30:00,117.906,118.050
2021-01-07 04:45:00,117.821,117.650
2021-01-07 05:00:00,118.029,118.314
2021-01-07 05:15:00,118.947,118.869
2021-01-07 05:30:00,118.870,118.036
2021-01-07 05:45:00,119.252,118.472
2021-01-07 06:00:00,119.346,118.715
2021-01-07 06:15:00,119.566,118.365
2021-01-07 06:30:00,119.113,118.304
2021-01-07 06:45:00,119.363,118.700
2021-01-07 07:00:00,119.490,118.425
2021-01-07 07:15:00,119.389,118.128
2021-01-07 07:30:00,118.902,118.019
2021-01-07 07:45:00,118.815,118.579
2021-01-07 08:00:00,119.291,118.619
2021-01-07 08:15:00,118.976,118.108
2021-01-07 08:30:00,118.757,118.514
2021-01-07 08:45:00,117.731,117.984
2021-01-07 09:00:00,118.369,117.801
2021-01-07 09:15:00,118.206,117.970
2021-01-07 09:30:00,117.607,118.338
2021-01-07 09:45:00,117.260,117.595
2021-01-07 10:00:00,117.227,118.165
2021-01-07 10:15:00,117.684,118.036
2021-01-07 10:30:00,118.144,118.692
2021-01-07 10:45:00,117.659,118.549
2021-01-07 11:00:00,117.997,118.561
2021-01-07 11:15:00,118.568,117.989
2021-01-07 11:30:00,118.433,118.425
2021-01-07 11:45:00,119.035,118.082
2021-01-07 12:00:00,118.598,118.471
2021-01-07 12:15:00,118.721,118.132
2021-01-07 12:30:00,119.118,118.699
2021-01-07 12:45:00,119.422,118.303
2021-01-07 13:00:00,119.360,118.611
2021-01-07 13:15:00,119.521,118.809
2021-01-07 13:30:00,119.380,118.736
2021-01-07 13:45:00,119.058,117.940
2021-01-07 14:00:00,119.245,118.322
2021-01-07 14:15:00,118.402,118.482
2021-01-07 14:30:00,118.229,118.490
2021-01-07 14:45:00,118.861,118.395
2021-01-07 15:00:00,118.370,118.474
2021-01-07 15:15:00,117.740,118.157
2021-01-07 15:30:00,117.743,118.440
2021-01-07 15:45:00,117.649,117.882
2021-01-07 16:00:00,117.267,118.239
2021-01-07 16:15:00,117.043,118.280
2021-01-07 16:30:00,117.835,117.708
2021-01-07 16:45:00,118.066,117.852
2021-01-07 17:00:00,117.500,118.066
2021-01-07 17:15:00,117.689,117.654
2021-01-07 17:30:00,117.986,118.614
2021-01-07 17:45:00,118.012,117.971
2021-01-07 18:00:00,119.019,118.268
2021-01-07 18:15:00,118.738,118.186
2021-01-07 18:30:00,119.579,118.778
2021-01-07 18:45:00,118.883,118.862
2021-01-07 19:00:00,119.486,118.115
2021-01-07 19:15:00,119.544,118.590
2021-01-07 19:30:00,119.029,118.360
2021-01-07 19:45:00,119.907,118.463
2021-01-07 20:00:00,119.450,118.924
2021-01-07 20:15:00,119.534,118.300
2021-01-07 20:30:00,118.970,117.903
2021-01-07 20:45:00,118.742,118.824
2021-01-07 21:00:00,118.388,118.284
2021-01-07 21:15:00,118.499,118.186
2021-01-07 21:30:00,118.272,117.942
2021-01-07 21:45:00,118.109,117.978
2021-01-07 22:00:00,117.514,118.187
2021-01-07 22:15:00,117.596,117.651
2021-01-07 22:30:00,117.659,117.860
2021-01-07 22:45:00,117.772,118.555
2021-01-07 23:00:00,117.122,118.453
